,GEO.id,zip,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN,city,state,latitude,longitude,timezone,dst
171,8610000US02464,02464,"ZIP 02464 (Newton Upper Falls, MA)",00,Total for all sectors,2012,268,4944.0,78741,319133,Newton Upper Falls,MA,42.311997,-71.22046,-5,1
172,8610000US02465,02465,"ZIP 02465 (West Newton, MA)",00,Total for all sectors,2012,296,2579.0,26096,116343,West Newton,MA,42.351046,-71.22677,-5,1
173,8610000US02466,02466,"ZIP 02466 (Auburndale, MA)",00,Total for all sectors,2012,290,5346.0,90577,383252,Auburndale,MA,42.345833,-71.24735,-5,1
174,8610000US02467,02467,"ZIP 02467 (Chestnut Hill, MA)",00,Total for all sectors,2012,468,6183.0,59059,267360,Chestnut Hill,MA,42.321997,-71.17314,-5,1
175,8610000US02468,02468,"ZIP 02468 (Waban, MA)",00,Total for all sectors,2012,96,492.0,4986,22137,Waban,MA,42.325247,-71.2319,-5,1
176,8610000US02471,02471,"ZIP 02471 (Watertown, MA)",00,Total for all sectors,2012,19,910.0,12091,56633,Watertown,MA,42.446396,-71.459405,-5,1
177,8610000US02472,02472,"ZIP 02472 (Watertown, MA)",00,Total for all sectors,2012,1003,20554.0,346920,1351211,Watertown,MA,42.371296,-71.18196,-5,1
178,8610000US02474,02474,"ZIP 02474 (Arlington, MA)",00,Total for all sectors,2012,458,3132.0,25470,110481,Arlington,MA,42.419496,-71.15635,-5,1
179,8610000US02475,02475,"ZIP 02475 (Arlington Heights, MA)",00,Total for all sectors,2012,3,17.0,167,665,Arlington Heights,MA,42.446396,-71.459405,-5,1
180,8610000US02476,02476,"ZIP 02476 (Arlington, MA)",00,Total for all sectors,2012,414,3544.0,34985,146562,Arlington,MA,42.416745,-71.17761,-5,1
181,8610000US02478,02478,"ZIP 02478 (Belmont, MA)",00,Total for all sectors,2012,559,6080.0,61594,270544,Belmont,MA,42.391546,-71.17471,-5,1
182,8610000US02479,02479,"ZIP 02479 (Waverley, MA)",00,Total for all sectors,2012,3,,D,D,Waverley,MA,42.446396,-71.459405,-5,1
183,8610000US02481,02481,"ZIP 02481 (Wellesley Hills, MA)",00,Total for all sectors,2012,713,12186.0,313680,1045319,Wellesley Hills,MA,42.313329,-71.27649,-5,1
184,8610000US02482,02482,"ZIP 02482 (Wellesley, MA)",00,Total for all sectors,2012,466,4227.0,47770,201996,Wellesley,MA,42.300096,-71.30336,-5,1
185,8610000US02492,02492,"ZIP 02492 (Needham, MA)",00,Total for all sectors,2012,525,5989.0,63709,283827,Needham,MA,42.278247,-71.23388,-5,1
186,8610000US02493,02493,"ZIP 02493 (Weston, MA)",00,Total for all sectors,2012,312,6669.0,363387,912176,Weston,MA,42.358663,-71.28831,-5,1
187,8610000US02494,02494,"ZIP 02494 (Needham Heights, MA)",00,Total for all sectors,2012,669,11855.0,223179,1151705,Needham,MA,42.29813,-71.23154,-5,1
188,8610000US02495,02495,"ZIP 02495 (Nonantum, MA)",00,Total for all sectors,2012,1,,D,D,Nonantum,MA,42.446396,-71.459405,-5,1
